"NCT00056329"::"Canada"::"Information obtained from ClinicalTrials.gov on December 30, 2009"::"IA0039"::"NCT00056329"::"Vitamin E in Aging Persons With Down Syndrome"::""::"Multicenter Vitamin E Trial in Aging Persons With Down Syndrome"::"National Institute on Aging (NIA)"::"National Institute on Aging (NIA)"::"Active, not recruiting"::""::"Phase 3"::"Interventional"::"Treatment, Randomized, Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor), Placebo Control, Parallel Assignment, Safety/Efficacy Study"::"2"::"0"::"350"::""::""::"Both"::"50 Years"::"N/A"::"No"::"Down Syndrome"::"Brief Praxis Test, measuring cognitive functions expressed as performances of simple, short, sequences of voluntary movements"::"Screening, Baseline, every 6 months for 36 months"::"No"::"Vitamin E"
"NCT00056329"::"Canada"::"Information obtained from ClinicalTrials.gov on December 30, 2009"::"IA0039"::"NCT00056329"::"Vitamin E in Aging Persons With Down Syndrome"::""::"Multicenter Vitamin E Trial in Aging Persons With Down Syndrome"::"National Institute on Aging (NIA)"::"National Institute on Aging (NIA)"::"Active, not recruiting"::""::"Phase 3"::"Interventional"::"Treatment, Randomized, Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor), Placebo Control, Parallel Assignment, Safety/Efficacy Study"::"2"::"0"::"350"::""::""::"Both"::"50 Years"::"N/A"::"No"::"Alzheimer Disease"::"Brief Praxis Test, measuring cognitive functions expressed as performances of simple, short, sequences of voluntary movements"::"Screening, Baseline, every 6 months for 36 months"::"No"::"Vitamin E"
"NCT00056329"::"Canada"::"Information obtained from ClinicalTrials.gov on December 30, 2009"::"IA0039"::"NCT00056329"::"Vitamin E in Aging Persons With Down Syndrome"::""::"Multicenter Vitamin E Trial in Aging Persons With Down Syndrome"::"National Institute on Aging (NIA)"::"National Institute on Aging (NIA)"::"Active, not recruiting"::""::"Phase 3"::"Interventional"::"Treatment, Randomized, Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor), Placebo Control, Parallel Assignment, Safety/Efficacy Study"::"2"::"0"::"350"::""::""::"Both"::"50 Years"::"N/A"::"No"::"Down Syndrome"::"Brief Praxis Test, measuring cognitive functions expressed as performances of simple, short, sequences of voluntary movements"::"Screening, Baseline, every 6 months for 36 months"::"No"::"Vitamin E"
"NCT00056329"::"Canada"::"Information obtained from ClinicalTrials.gov on December 30, 2009"::"IA0039"::"NCT00056329"::"Vitamin E in Aging Persons With Down Syndrome"::""::"Multicenter Vitamin E Trial in Aging Persons With Down Syndrome"::"National Institute on Aging (NIA)"::"National Institute on Aging (NIA)"::"Active, not recruiting"::""::"Phase 3"::"Interventional"::"Treatment, Randomized, Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor), Placebo Control, Parallel Assignment, Safety/Efficacy Study"::"2"::"0"::"350"::""::""::"Both"::"50 Years"::"N/A"::"No"::"Alzheimer Disease"::"Brief Praxis Test, measuring cognitive functions expressed as performances of simple, short, sequences of voluntary movements"::"Screening, Baseline, every 6 months for 36 months"::"No"::"Vitamin E"
"NCT00056329"::"Canada"::"Information obtained from ClinicalTrials.gov on December 30, 2009"::"IA0039"::"NCT00056329"::"Vitamin E in Aging Persons With Down Syndrome"::""::"Multicenter Vitamin E Trial in Aging Persons With Down Syndrome"::"National Institute on Aging (NIA)"::"National Institute on Aging (NIA)"::"Active, not recruiting"::""::"Phase 3"::"Interventional"::"Treatment, Randomized, Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor), Placebo Control, Parallel Assignment, Safety/Efficacy Study"::"2"::"0"::"350"::""::""::"Both"::"50 Years"::"N/A"::"No"::"Down Syndrome"::"Brief Praxis Test, measuring cognitive functions expressed as performances of simple, short, sequences of voluntary movements"::"Screening, Baseline, every 6 months for 36 months"::"No"::"Vitamin E"
"NCT00056329"::"Canada"::"Information obtained from ClinicalTrials.gov on December 30, 2009"::"IA0039"::"NCT00056329"::"Vitamin E in Aging Persons With Down Syndrome"::""::"Multicenter Vitamin E Trial in Aging Persons With Down Syndrome"::"National Institute on Aging (NIA)"::"National Institute on Aging (NIA)"::"Active, not recruiting"::""::"Phase 3"::"Interventional"::"Treatment, Randomized, Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor), Placebo Control, Parallel Assignment, Safety/Efficacy Study"::"2"::"0"::"350"::""::""::"Both"::"50 Years"::"N/A"::"No"::"Alzheimer Disease"::"Brief Praxis Test, measuring cognitive functions expressed as performances of simple, short, sequences of voluntary movements"::"Screening, Baseline, every 6 months for 36 months"::"No"::"Vitamin E"
"NCT00056472"::"Canada"::"Information obtained from ClinicalTrials.gov on December 30, 2009"::"U01 MH62624"::"NCT00056472"::"Study of Pharmacotherapy of Psychotic Depression"::"STOP-PD"::"Effectiveness of Selective Serotonin Reuptake Inhibitors Combined With Antipsychotic Medication for the Treatment of Psychotic Depression"::"National Institute of Mental Health (NIMH)"::"National Institute of Mental Health (NIMH)"::"Completed"::""::"Phase 3"::"Interventional"::"Treatment, Randomized, Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor), Active Control, Parallel Assignment, Safety/Efficacy Study"::"2"::"0"::"259"::""::""::"Both"::"18 Years"::"N/A"::"No"::"Major Depression With Psychotic Features"::"Remission of depression (Hamilton Depression Scale) and psychosis (Schedule for Affective Disorders in Schizophrenia - delusional item) during the course of the trial"::"Weeks 1-6, 8, 10, 12"::"No"::"Olanzapine"
"NCT00081471"::"Canada"::"Information obtained from ClinicalTrials.gov on December 30, 2009"::"BA16738"::"NCT00081471"::"A Study of Mircera in the Treatment of Anemia in Patients With Chronic Kidney Disease Not on Dialysis"::""::"A Randomized, Open-Label Study of the Effect of Subcutaneous Mircera on Hemoglobin Level/Correction in Non-Dialysis Patients With Chronic Kidney Disease"::"Hoffmann-La Roche"::"Hoffmann-La Roche"::"Completed"::""::"Phase 3"::"Interventional"::"Treatment, Randomized, Open Label, Parallel Assignment, Safety/Efficacy Study"::"2"::"0"::"324"::""::""::"Both"::"18 Years"::"N/A"::"No"::"Anemia"::"Hemoglobin response rate"::"Weeks 1-28"::"No"::"Darbepoetin alfa"
"NCT00057811"::"Canada"::"Information obtained from ClinicalTrials.gov on December 30, 2009"::"CDR0000271941"::"NCT00057811"::"Rituximab, Rasburicase, and Combination Chemotherapy in Treating Young Patients With Newly Diagnosed Advanced B-Cell Leukemia or Lymphoma"::""::"A Pilot Study To Determine The Toxicity Of The Addition Of Rituximab To The Induction And Consolidation Phases And The Addition Of Rasburicase To The Reduction Phase In Children With Newly Diagnosed Advanced B-Cell Leukemia/Lymphoma Treated With LMB/FAB Therapy"::"Children's Oncology Group"::"National Cancer Institute (NCI)"::"Active, not recruiting"::""::"Phase 2"::"Interventional"::"Treatment"::"2"::"0"::"90"::""::""::"Both"::"1 Year"::"29 Years"::"No"::"Lymphoma"::"Toxicity"::""::"Yes"::"Methotrexate"
"NCT00057811"::"Canada"::"Information obtained from ClinicalTrials.gov on December 30, 2009"::"CDR0000271941"::"NCT00057811"::"Rituximab, Rasburicase, and Combination Chemotherapy in Treating Young Patients With Newly Diagnosed Advanced B-Cell Leukemia or Lymphoma"::""::"A Pilot Study To Determine The Toxicity Of The Addition Of Rituximab To The Induction And Consolidation Phases And The Addition Of Rasburicase To The Reduction Phase In Children With Newly Diagnosed Advanced B-Cell Leukemia/Lymphoma Treated With LMB/FAB Therapy"::"Children's Oncology Group"::"National Cancer Institute (NCI)"::"Active, not recruiting"::""::"Phase 2"::"Interventional"::"Treatment"::"2"::"0"::"90"::""::""::"Both"::"1 Year"::"29 Years"::"No"::"Lymphoma"::"Toxicity"::""::"Yes"::"Cyclophosphamide"
"NCT00057811"::"Canada"::"Information obtained from ClinicalTrials.gov on December 30, 2009"::"CDR0000271941"::"NCT00057811"::"Rituximab, Rasburicase, and Combination Chemotherapy in Treating Young Patients With Newly Diagnosed Advanced B-Cell Leukemia or Lymphoma"::""::"A Pilot Study To Determine The Toxicity Of The Addition Of Rituximab To The Induction And Consolidation Phases And The Addition Of Rasburicase To The Reduction Phase In Children With Newly Diagnosed Advanced B-Cell Leukemia/Lymphoma Treated With LMB/FAB Therapy"::"Children's Oncology Group"::"National Cancer Institute (NCI)"::"Active, not recruiting"::""::"Phase 2"::"Interventional"::"Treatment"::"2"::"0"::"90"::""::""::"Both"::"1 Year"::"29 Years"::"No"::"Lymphoma"::"Toxicity"::""::"Yes"::"Methotrexate"
"NCT00057811"::"Canada"::"Information obtained from ClinicalTrials.gov on December 30, 2009"::"CDR0000271941"::"NCT00057811"::"Rituximab, Rasburicase, and Combination Chemotherapy in Treating Young Patients With Newly Diagnosed Advanced B-Cell Leukemia or Lymphoma"::""::"A Pilot Study To Determine The Toxicity Of The Addition Of Rituximab To The Induction And Consolidation Phases And The Addition Of Rasburicase To The Reduction Phase In Children With Newly Diagnosed Advanced B-Cell Leukemia/Lymphoma Treated With LMB/FAB Therapy"::"Children's Oncology Group"::"National Cancer Institute (NCI)"::"Active, not recruiting"::""::"Phase 2"::"Interventional"::"Treatment"::"2"::"0"::"90"::""::""::"Both"::"1 Year"::"29 Years"::"No"::"Lymphoma"::"Toxicity"::""::"Yes"::"Prednisone"
"NCT00057811"::"Canada"::"Information obtained from ClinicalTrials.gov on December 30, 2009"::"CDR0000271941"::"NCT00057811"::"Rituximab, Rasburicase, and Combination Chemotherapy in Treating Young Patients With Newly Diagnosed Advanced B-Cell Leukemia or Lymphoma"::""::"A Pilot Study To Determine The Toxicity Of The Addition Of Rituximab To The Induction And Consolidation Phases And The Addition Of Rasburicase To The Reduction Phase In Children With Newly Diagnosed Advanced B-Cell Leukemia/Lymphoma Treated With LMB/FAB Therapy"::"Children's Oncology Group"::"National Cancer Institute (NCI)"::"Active, not recruiting"::""::"Phase 2"::"Interventional"::"Treatment"::"2"::"0"::"90"::""::""::"Both"::"1 Year"::"29 Years"::"No"::"Lymphoma"::"Incidence of tumor lysis syndrome"::""::"No"::"Methotrexate"
"NCT00057811"::"Canada"::"Information obtained from ClinicalTrials.gov on December 30, 2009"::"CDR0000271941"::"NCT00057811"::"Rituximab, Rasburicase, and Combination Chemotherapy in Treating Young Patients With Newly Diagnosed Advanced B-Cell Leukemia or Lymphoma"::""::"A Pilot Study To Determine The Toxicity Of The Addition Of Rituximab To The Induction And Consolidation Phases And The Addition Of Rasburicase To The Reduction Phase In Children With Newly Diagnosed Advanced B-Cell Leukemia/Lymphoma Treated With LMB/FAB Therapy"::"Children's Oncology Group"::"National Cancer Institute (NCI)"::"Active, not recruiting"::""::"Phase 2"::"Interventional"::"Treatment"::"2"::"0"::"90"::""::""::"Both"::"1 Year"::"29 Years"::"No"::"Lymphoma"::"Incidence of tumor lysis syndrome"::""::"No"::"Cyclophosphamide"
"NCT00057811"::"Canada"::"Information obtained from ClinicalTrials.gov on December 30, 2009"::"CDR0000271941"::"NCT00057811"::"Rituximab, Rasburicase, and Combination Chemotherapy in Treating Young Patients With Newly Diagnosed Advanced B-Cell Leukemia or Lymphoma"::""::"A Pilot Study To Determine The Toxicity Of The Addition Of Rituximab To The Induction And Consolidation Phases And The Addition Of Rasburicase To The Reduction Phase In Children With Newly Diagnosed Advanced B-Cell Leukemia/Lymphoma Treated With LMB/FAB Therapy"::"Children's Oncology Group"::"National Cancer Institute (NCI)"::"Active, not recruiting"::""::"Phase 2"::"Interventional"::"Treatment"::"2"::"0"::"90"::""::""::"Both"::"1 Year"::"29 Years"::"No"::"Lymphoma"::"Incidence of tumor lysis syndrome"::""::"No"::"Methotrexate"
"NCT00057811"::"Canada"::"Information obtained from ClinicalTrials.gov on December 30, 2009"::"CDR0000271941"::"NCT00057811"::"Rituximab, Rasburicase, and Combination Chemotherapy in Treating Young Patients With Newly Diagnosed Advanced B-Cell Leukemia or Lymphoma"::""::"A Pilot Study To Determine The Toxicity Of The Addition Of Rituximab To The Induction And Consolidation Phases And The Addition Of Rasburicase To The Reduction Phase In Children With Newly Diagnosed Advanced B-Cell Leukemia/Lymphoma Treated With LMB/FAB Therapy"::"Children's Oncology Group"::"National Cancer Institute (NCI)"::"Active, not recruiting"::""::"Phase 2"::"Interventional"::"Treatment"::"2"::"0"::"90"::""::""::"Both"::"1 Year"::"29 Years"::"No"::"Lymphoma"::"Incidence of tumor lysis syndrome"::""::"No"::"Prednisone"
"NCT00057811"::"Canada"::"Information obtained from ClinicalTrials.gov on December 30, 2009"::"CDR0000271941"::"NCT00057811"::"Rituximab, Rasburicase, and Combination Chemotherapy in Treating Young Patients With Newly Diagnosed Advanced B-Cell Leukemia or Lymphoma"::""::"A Pilot Study To Determine The Toxicity Of The Addition Of Rituximab To The Induction And Consolidation Phases And The Addition Of Rasburicase To The Reduction Phase In Children With Newly Diagnosed Advanced B-Cell Leukemia/Lymphoma Treated With LMB/FAB Therapy"::"Children's Oncology Group"::"National Cancer Institute (NCI)"::"Active, not recruiting"::""::"Phase 2"::"Interventional"::"Treatment"::"2"::"0"::"90"::""::""::"Both"::"1 Year"::"29 Years"::"No"::"Lymphoma"::"Response rate"::""::"No"::"Methotrexate"
"NCT00057811"::"Canada"::"Information obtained from ClinicalTrials.gov on December 30, 2009"::"CDR0000271941"::"NCT00057811"::"Rituximab, Rasburicase, and Combination Chemotherapy in Treating Young Patients With Newly Diagnosed Advanced B-Cell Leukemia or Lymphoma"::""::"A Pilot Study To Determine The Toxicity Of The Addition Of Rituximab To The Induction And Consolidation Phases And The Addition Of Rasburicase To The Reduction Phase In Children With Newly Diagnosed Advanced B-Cell Leukemia/Lymphoma Treated With LMB/FAB Therapy"::"Children's Oncology Group"::"National Cancer Institute (NCI)"::"Active, not recruiting"::""::"Phase 2"::"Interventional"::"Treatment"::"2"::"0"::"90"::""::""::"Both"::"1 Year"::"29 Years"::"No"::"Lymphoma"::"Response rate"::""::"No"::"Cyclophosphamide"
